collection,label,id
http://w3id.org/glosis/model/codelists/lithologyValueCode,schist,http://w3id.org/glosis/model/codelists/lithologyValueCode-MA4
http://w3id.org/glosis/model/codelists/lithologyValueCode,sedimentary rock (consolidated),http://w3id.org/glosis/model/codelists/lithologyValueCode-S
http://w3id.org/glosis/model/codelists/lithologyValueCode,sedimentary rock (unconsolidated),http://w3id.org/glosis/model/codelists/lithologyValueCode-U
http://w3id.org/glosis/model/codelists/lithologyValueCode,"serpentinite, greenstone",http://w3id.org/glosis/model/codelists/lithologyValueCode-MU1
http://w3id.org/glosis/model/codelists/lithologyValueCode,shale,http://w3id.org/glosis/model/codelists/lithologyValueCode-SC4
http://w3id.org/glosis/model/codelists/lithologyValueCode,silt and clay,http://w3id.org/glosis/model/codelists/lithologyValueCode-UL2
http://w3id.org/glosis/model/codelists/lithologyValueCode,"silt-, mud-, claystone",http://w3id.org/glosis/model/codelists/lithologyValueCode-SC3
http://w3id.org/glosis/model/codelists/lithologyValueCode,"slate, phyllite (pelitic rocks)",http://w3id.org/glosis/model/codelists/lithologyValueCode-MA3
http://w3id.org/glosis/model/codelists/lithologyValueCode,"slate, phyllite (pelitic rocks)",http://w3id.org/glosis/model/codelists/lithologyValueCode-MB1
http://w3id.org/glosis/model/codelists/lithologyValueCode,slope deposits,http://w3id.org/glosis/model/codelists/lithologyValueCode-UC1
http://w3id.org/glosis/model/codelists/lithologyValueCode,"tuff, tuffite",http://w3id.org/glosis/model/codelists/lithologyValueCode-IP1
http://w3id.org/glosis/model/codelists/lithologyValueCode,UG2 glacio-fluvial sand,http://w3id.org/glosis/model/codelists/lithologyValueCode-UG2
http://w3id.org/glosis/model/codelists/lithologyValueCode,UG3 glacio-fluvial gravel,http://w3id.org/glosis/model/codelists/lithologyValueCode-UG3
http://w3id.org/glosis/model/codelists/lithologyValueCode,ultrabasic igneous,http://w3id.org/glosis/model/codelists/lithologyValueCode-IU
http://w3id.org/glosis/model/codelists/lithologyValueCode,ultrabasic metamorphic,http://w3id.org/glosis/model/codelists/lithologyValueCode-MU
http://w3id.org/glosis/model/codelists/lithologyValueCode,unspecified deposits,http://w3id.org/glosis/model/codelists/lithologyValueCode-UU
http://w3id.org/glosis/model/codelists/lithologyValueCode,volcanic ash,http://w3id.org/glosis/model/codelists/lithologyValueCode-IP3
http://w3id.org/glosis/model/codelists/lithologyValueCode,volcanic scoria/breccia,http://w3id.org/glosis/model/codelists/lithologyValueCode-IP2
http://w3id.org/glosis/model/codelists/lithologyValueCode,weathered residuum,http://w3id.org/glosis/model/codelists/lithologyValueCode-UR
